OrderDate,OrderID,DeliveryDate,CustomerID,Location,Zone,DeliveryType,ProductCategory,SubCategory,Product,UnitPrice,ShippingFee,OrderQuantity,SalePrice,Status,Rating,Reason,Customer_age,Delivery_days
2020-06-20,1691,2020-07-07,817,Ashanti,South,Standard Delivery,Phones and Tablet,Mobile phones,Infinix Smart HD X612,1305.74,30.94,4,5253.9,Delivered,5,,40,17
2019-01-29,1692,2019-02-15,140,Western,North,Standard Delivery,Fashion,Clothing,Men's Denim Jacket,1169.3,18.46,4,4695.66,Returned,1,Not as expected,22,17
2015-05-25,1693,2015-06-07,948,Weija,Central,Express,Phones and Tablet,Mobile phones,Samsung Galaxy A02,1104.31,43.24,5,5564.79,Delivered,3,,33,13
2019-07-28,1694,2019-07-30,428,Weija,West,Express,Home and Office,Furniture,Ergonomic Office Chair,940.04,39.58,5,4739.78,Returned,1,Not as expected,26,2
2020-10-24,1695,2020-10-29,597,Upper East,South,Shipped from Abroad,Home and Office,Furniture,Ergonomic Office Chair,661.82,33.5,4,2680.78,Delivered,4,,55,5
2019-09-11,1696,2019-09-27,308,Oti,East,Shipped from Abroad,Electronics,Digital Cameras,Nikon D3500,588.36,6.23,3,1771.31,Delivered,3,,49,16
2017-07-26,1697,2017-08-13,639,Upper East,North,Express,Phones and Tablet,Tablets,Amazon Fire HD 8 Kids Tablet,298.56,26.97,4,1221.21,Delivered,2,,22,18
2015-02-18,1698,2015-02-26,412,Western,East,Shipped from Abroad,Electronics,Smartwatches,Samsung Galaxy Watch 3,606.81,21.35,3,1841.78,Returned,1,Not as expected,62,8
2019-10-18,1699,2019-10-21,856,Weija,North,Express,Home and Office,Furniture,Ergonomic Office Chair,1069.83,24.71,4,4304.03,Returned,1,Not as expected,19,3
2015-09-10,1700,2015-09-17,486,Oti,North,Express,Home and Office,Stationery,Parker Pen,858.91,32.29,4,3467.93,Delivered,5,,39,7
2019-11-19,1701,2019-12-02,688,Weija,North,Standard Delivery,Electronics,Home Theatre,LG Soundbar,1393.11,32.86,1,1425.97,Delivered,2,,46,13
2016-06-28,1702,2016-07-08,898,Greater Accra,East,Express,Fashion,Shoes,Adidas Ultraboost,612.98,33.54,4,2485.46,Delivered,2,,55,10
2016-06-02,1703,2016-06-19,882,Western,South,Standard Delivery,Health and beauty,Personal Care,Aichun Beauty Essential Oil,1439.55,17.11,4,5775.31,Delivered,3,,66,17
2016-12-22,1704,2017-01-09,877,Greater Accra,North,Express,Home and Office,Stationery,Moleskine Notebook,477.2,35.8,5,2421.8,Delivered,2,,51,18
2017-11-18,1705,2017-12-03,211,Western,East,Express,Electronics,Digital Cameras,Canon EOS 600D 18MP CMOS DSLR,219.37,22.69,4,900.17,Returned,2,Not as expected,29,15
2020-12-29,1706,2021-01-04,623,Oti,Central,Shipped from Abroad,Electronics,Home Theatre,Sony 5.1 Home Theatre,1178.64,44.15,2,2401.43,Returned,2,Defective,49,6
2019-12-03,1707,2019-12-07,879,Upper East,East,Standard Delivery,Home and Office,Furniture,8 Cubes Plastic Wardrobe,919.59,39.75,2,1878.93,Cancelled,1,Arrived Late,41,4
2020-07-04,1708,2020-07-13,833,Ashanti,West,Standard Delivery,Electronics,Home Theatre,Sony 5.1 Home Theatre,356.14,20.44,2,732.72,Delivered,3,,24,9
2015-04-28,1709,2015-05-18,178,Weija,East,Standard Delivery,Phones and Tablet,Tablets,Amazon Fire HD 8 Kids Tablet,1005.68,27.62,5,5056.02,Delivered,3,,18,20
2018-05-31,1710,2018-06-16,107,Greater Accra,West,Shipped from Abroad,Home and Office,Stationery,Parker Pen,1118.8,35.45,1,1154.25,Delivered,3,,55,16
2018-07-24,1711,2018-08-03,760,Ashanti,North,Shipped from Abroad,Electronics,Digital Cameras,Sony Alpha a6000,521.65,17.69,2,1060.99,Delivered,4,,58,10
2018-09-14,1712,2018-09-22,939,Western,West,Standard Delivery,Phones and Tablet,Tablets,iPad Air 4th Gen,1284.96,37.93,5,6462.73,Delivered,5,,22,8
2017-11-14,1713,2017-12-02,628,Oti,Central,Express,Phones and Tablet,Tablets,Amazon Fire HD 8 Kids Tablet,1095.2,16.69,2,2207.09,Delivered,3,,34,18
2015-06-17,1714,2015-06-23,278,Ashanti,West,Express,Phones and Tablet,Mobile phones,iPhone 12,738.51,48.27,4,3002.31,Cancelled,2,Changed Mind,64,6
2017-01-14,1715,2017-01-30,482,Weija,West,Express,Phones and Tablet,Mobile phones,iPhone 12,1065.58,26.45,2,2157.61,Returned,1,Not as expected,39,16
2017-12-09,1716,2017-12-24,461,Volta,North,Standard Delivery,Electronics,Smartwatches,Samsung Galaxy Watch 3,1426.87,47.29,2,2901.03,Cancelled,1,Defective,56,15
2017-11-09,1717,2017-11-26,126,Volta,West,Standard Delivery,Health and beauty,Personal Care,Avon Soft Musk Spray,1402.06,39.56,1,1441.62,Cancelled,2,Defective,55,17
2017-04-21,1718,2017-05-02,778,Greater Accra,West,Shipped from Abroad,Health and beauty,Makeup,Maybelline Foundation,890.58,27.23,5,4480.13,Delivered,1,,25,11
2017-09-10,1719,2017-09-30,343,Volta,North,Standard Delivery,Phones and Tablet,Mobile phones,Infinix Smart HD X612,696.24,47.66,3,2136.38,Delivered,1,,38,20
2019-11-25,1720,2019-11-28,693,Weija,West,Shipped from Abroad,Health and beauty,Makeup,Maybelline Foundation,1071.5,32.58,4,4318.58,Delivered,1,,29,3
2018-09-30,1721,2018-10-10,942,Weija,North,Standard Delivery,Phones and Tablet,Mobile phones,iPhone 12,1135.44,13.26,3,3419.58,Delivered,2,,26,10
2019-05-18,1722,2019-05-24,925,Western,West,Express,Fashion,Accessories,Leather Wallet,729.27,5.17,1,734.44,Delivered,4,,70,6
2017-07-02,1723,2017-07-12,382,Greater Accra,North,Standard Delivery,Home and Office,Furniture,Ergonomic Office Chair,924.97,17.96,1,942.93,Returned,1,Defective,37,10
2016-01-20,1724,2016-01-25,984,Oti,East,Standard Delivery,Fashion,Accessories,Polarized Sunglasses,961.52,40.56,4,3886.64,Returned,2,Defective,24,5
2020-12-04,1725,2020-12-21,996,Ashanti,Central,Shipped from Abroad,Fashion,Clothing,100% Cotton 4 Piece T-Shirts,1304.81,35.65,1,1340.46,Returned,2,Changed Mind,30,17
2019-07-12,1726,2019-07-23,678,Greater Accra,Central,Standard Delivery,Electronics,Home Theatre,Sony 5.1 Home Theatre,418.56,28.57,3,1284.25,Returned,1,Changed Mind,36,11
2018-03-04,1727,2018-03-21,402,Volta,Central,Shipped from Abroad,Phones and Tablet,Tablets,Amazon Fire HD 8 Kids Tablet,1275.94,33.93,1,1309.87,Delivered,2,,29,17
2016-03-29,1728,2016-04-01,41,Weija,South,Shipped from Abroad,Health and beauty,Personal Care,Aichun Beauty Essential Oil,1414.8,15.28,1,1430.08,Returned,1,Changed Mind,28,3
2019-04-12,1729,2019-04-18,209,Ashanti,South,Shipped from Abroad,Health and beauty,Makeup,Maybelline Foundation,19.07,45.36,1,64.43,Delivered,4,,68,6
2016-08-12,1730,2016-08-16,775,Weija,Central,Standard Delivery,Electronics,Home Theatre,Sony 5.1 Home Theatre,332.13,5.99,3,1002.38,Delivered,4,,36,4
2017-11-19,1731,2017-11-25,885,Upper East,North,Standard Delivery,Electronics,Digital Cameras,Nikon D3500,1404.84,29.23,1,1434.07,Delivered,3,,40,6
2019-05-14,1732,2019-05-27,363,Volta,North,Standard Delivery,Fashion,Shoes,Adidas Ultraboost,100.01,48.51,5,548.56,Delivered,3,,53,13
2016-05-16,1733,2016-05-21,525,Weija,North,Standard Delivery,Electronics,Home Theatre,Sony 5.1 Home Theatre,1383.91,28.64,1,1412.55,Delivered,1,,69,5
2016-11-25,1734,2016-12-04,941,Volta,Central,Standard Delivery,Home and Office,Furniture,Ergonomic Office Chair,378.99,46.3,3,1183.27,Delivered,4,,65,9
2019-10-26,1735,2019-11-06,950,Western,West,Express,Electronics,Digital Cameras,Nikon D3500,1115.38,30.18,3,3376.32,Delivered,1,,41,11
2015-09-14,1736,2015-09-18,586,Upper East,West,Shipped from Abroad,Home and Office,Stationery,Moleskine Notebook,495.13,27.84,5,2503.49,Delivered,3,,45,4
2018-08-07,1737,2018-08-10,430,Greater Accra,Central,Shipped from Abroad,Home and Office,Stationery,Moleskine Notebook,1245.16,46.54,1,1291.7,Returned,1,Defective,53,3
2018-05-04,1738,2018-05-21,307,Western,West,Shipped from Abroad,Health and beauty,Personal Care,Aichun Beauty Essential Oil,763.19,11.36,1,774.55,Cancelled,1,Not as expected,50,17
2015-07-06,1739,2015-07-12,292,Greater Accra,North,Standard Delivery,Health and beauty,Makeup,MAC Lipstick,1404.1,30.28,1,1434.38,Delivered,3,,28,6
2020-12-03,1740,2020-12-05,873,Oti,South,Standard Delivery,Home and Office,Stationery,Parker Pen,342.74,9.87,3,1038.09,Delivered,1,,33,2
2018-04-18,1741,2018-04-26,173,Volta,West,Express,Phones and Tablet,Mobile phones,Infinix Smart HD X612,1128.03,30.42,5,5670.57,Delivered,2,,47,8
2018-06-15,1742,2018-06-27,324,Volta,Central,Express,Fashion,Shoes,Adidas Ultraboost,760.64,35.32,4,3077.88,Returned,1,Changed Mind,34,12
2020-12-04,1743,2020-12-19,255,Weija,Central,Express,Home and Office,Stationery,Moleskine Notebook,811.21,35.14,3,2468.77,Delivered,3,,24,15
2019-02-21,1744,2019-03-02,382,Upper East,North,Express,Fashion,Clothing,100% Cotton 4 Piece T-Shirts,856.1,29.33,5,4309.83,Delivered,1,,37,9
2017-07-14,1745,2017-07-19,341,Western,East,Express,Fashion,Shoes,Nike Air Max,1000.66,11.42,3,3013.4,Returned,2,Not as expected,48,5
2016-02-03,1746,2016-02-10,920,Volta,South,Express,Home and Office,Furniture,8 Cubes Plastic Wardrobe,487.61,47.66,3,1510.49,Returned,2,Changed Mind,50,7
2016-06-06,1747,2016-06-14,135,Ashanti,South,Standard Delivery,Phones and Tablet,Tablets,iPad Air 4th Gen,166.54,42.0,1,208.54,Delivered,4,,41,8
2015-08-13,1748,2015-08-18,14,Volta,South,Standard Delivery,Health and beauty,Makeup,Maybelline Foundation,447.77,6.34,1,454.11,Returned,2,Defective,22,5
2020-07-09,1749,2020-07-19,841,Upper East,West,Express,Phones and Tablet,Tablets,iPad Air 4th Gen,507.15,27.96,1,535.11,Delivered,2,,61,10
2015-09-07,1750,2015-09-10,345,Volta,North,Shipped from Abroad,Electronics,Smartwatches,Samsung Galaxy Watch 3,103.07,18.38,4,430.66,Returned,2,Arrived Late,19,3
2019-01-31,1751,2019-02-13,258,Volta,East,Shipped from Abroad,Electronics,Smartwatches,Samsung Galaxy Watch 3,1039.12,43.97,4,4200.45,Delivered,2,,42,13
2015-10-05,1752,2015-10-16,204,Upper East,North,Shipped from Abroad,Health and beauty,Personal Care,Aichun Beauty Essential Oil,344.27,45.45,5,1766.8,Returned,2,Changed Mind,35,11
2017-11-18,1753,2017-11-29,725,Western,South,Standard Delivery,Phones and Tablet,Tablets,iPad Air 4th Gen,573.45,31.33,5,2898.58,Delivered,3,,32,11
2020-01-13,1754,2020-01-15,821,Upper East,Central,Standard Delivery,Electronics,Home Theatre,LG Soundbar,22.45,5.97,3,73.32,Returned,2,Defective,63,2
2017-08-31,1755,2017-09-13,26,Volta,East,Standard Delivery,Home and Office,Furniture,Ergonomic Office Chair,31.23,24.67,3,118.36,Delivered,4,,60,13
2015-05-04,1756,2015-05-21,554,Oti,East,Express,Health and beauty,Makeup,Maybelline Foundation,199.47,47.27,4,845.15,Delivered,5,,62,17
2020-12-30,1757,2021-01-14,858,Oti,East,Standard Delivery,Electronics,Digital Cameras,Nikon D3500,123.16,24.18,4,516.82,Delivered,3,,45,15
2016-10-18,1758,2016-10-21,235,Weija,East,Shipped from Abroad,Fashion,Shoes,Adidas Ultraboost,407.07,9.6,4,1637.88,Delivered,1,,40,3
2017-03-19,1759,2017-03-25,647,Weija,West,Express,Electronics,Home Theatre,LG Soundbar,424.2,38.69,2,887.09,Delivered,4,,19,6
2020-03-30,1760,2020-04-04,702,Volta,West,Standard Delivery,Fashion,Accessories,Leather Wallet,548.45,28.37,3,1673.72,Returned,2,Defective,69,5
2016-06-13,1761,2016-06-18,283,Western,East,Express,Phones and Tablet,Mobile phones,iPhone 12,662.16,27.59,3,2014.07,Delivered,2,,61,5
2020-07-29,1762,2020-08-10,827,Upper East,East,Express,Health and beauty,Makeup,Maybelline Foundation,539.08,33.57,3,1650.81,Delivered,3,,41,12
2016-09-25,1763,2016-10-01,198,Ashanti,North,Standard Delivery,Phones and Tablet,Mobile phones,Infinix Smart HD X612,411.43,48.56,1,459.99,Delivered,1,,42,6
2015-02-28,1764,2015-03-06,206,Western,West,Express,Phones and Tablet,Mobile phones,Infinix Smart HD X612,387.72,28.5,5,1967.1,Delivered,5,,69,6
2020-05-21,1765,2020-06-02,240,Weija,East,Standard Delivery,Home and Office,Furniture,8 Cubes Plastic Wardrobe,1097.08,43.88,4,4432.2,Delivered,2,,40,12
2015-01-14,1766,2015-01-22,927,Western,South,Shipped from Abroad,Phones and Tablet,Tablets,Amazon Fire HD 8 Kids Tablet,1405.56,47.67,1,1453.23,Delivered,2,,23,8
2019-08-09,1767,2019-08-20,447,Weija,South,Standard Delivery,Fashion,Accessories,Polarized Sunglasses,905.19,10.49,2,1820.87,Delivered,2,,57,11
2017-03-12,1768,2017-03-25,272,Weija,North,Express,Phones and Tablet,Tablets,Amazon Fire HD 8 Kids Tablet,1263.15,22.58,2,2548.88,Returned,1,Arrived Late,19,13
2016-09-13,1769,2016-09-27,121,Oti,Central,Shipped from Abroad,Electronics,Home Theatre,LG Soundbar,159.42,35.17,1,194.59,Cancelled,2,Defective,49,14
2018-04-20,1770,2018-05-06,918,Greater Accra,East,Standard Delivery,Fashion,Accessories,Leather Wallet,223.81,19.33,4,914.57,Delivered,1,,25,16
2017-02-23,1771,2017-02-28,274,Upper East,East,Express,Fashion,Shoes,Nike Air Max,631.24,22.62,5,3178.82,Returned,2,Not as expected,27,5
2016-05-23,1772,2016-06-09,119,Greater Accra,East,Standard Delivery,Home and Office,Furniture,Ergonomic Office Chair,424.52,28.0,3,1301.56,Delivered,3,,21,17
2015-09-26,1773,2015-10-10,593,Ashanti,East,Shipped from Abroad,Fashion,Accessories,Leather Wallet,807.34,25.8,1,833.14,Returned,1,Defective,28,14
2020-01-14,1774,2020-01-24,645,Upper East,East,Express,Electronics,Home Theatre,Sony 5.1 Home Theatre,219.13,38.59,3,695.98,Delivered,3,,51,10
2020-11-21,1775,2020-12-08,434,Greater Accra,West,Standard Delivery,Health and beauty,Personal Care,Aichun Beauty Essential Oil,683.98,39.9,5,3459.8,Delivered,3,,65,17
2016-05-16,1776,2016-06-04,916,Upper East,North,Express,Home and Office,Stationery,Moleskine Notebook,1477.31,23.03,5,7409.58,Delivered,3,,46,19
2016-05-11,1777,2016-05-29,364,Ashanti,West,Express,Electronics,Digital Cameras,Sony Alpha a6000,885.83,38.38,3,2695.87,Delivered,2,,54,18
2016-12-13,1778,2016-12-19,263,Ashanti,North,Shipped from Abroad,Home and Office,Furniture,8 Cubes Plastic Wardrobe,1469.21,34.25,3,4441.88,Delivered,2,,66,6
2018-05-13,1779,2018-05-28,428,Upper East,South,Shipped from Abroad,Home and Office,Stationery,Parker Pen,1435.16,24.74,4,5765.38,Delivered,4,,26,15
2017-11-14,1780,2017-12-04,249,Volta,East,Shipped from Abroad,Fashion,Clothing,Men's Denim Jacket,314.72,5.59,4,1264.47,Returned,1,Changed Mind,57,20
2016-05-01,1781,2016-05-07,199,Greater Accra,West,Standard Delivery,Home and Office,Stationery,Moleskine Notebook,1146.69,21.29,2,2314.67,Delivered,3,,24,6
2018-01-06,1782,2018-01-13,47,Weija,Central,Express,Phones and Tablet,Mobile phones,Samsung Galaxy A02,991.03,25.85,4,3989.97,Delivered,4,,40,7
2019-09-06,1783,2019-09-09,20,Oti,East,Standard Delivery,Health and beauty,Personal Care,Aichun Beauty Essential Oil,910.06,37.52,3,2767.7,Returned,1,Defective,38,3
2016-09-18,1784,2016-09-28,491,Ashanti,West,Shipped from Abroad,Electronics,Smartwatches,Apple Watch Series 6,567.71,26.2,5,2864.75,Delivered,3,,64,10
2017-06-03,1785,2017-06-11,884,Weija,Central,Shipped from Abroad,Home and Office,Stationery,Parker Pen,996.96,26.98,1,1023.94,Delivered,3,,66,8
2017-08-20,1786,2017-08-22,310,Oti,Central,Express,Home and Office,Furniture,Ergonomic Office Chair,1062.91,29.35,3,3218.08,Delivered,1,,45,2
2017-06-04,1787,2017-06-08,413,Greater Accra,North,Standard Delivery,Phones and Tablet,Tablets,iPad Air 4th Gen,485.33,34.72,1,520.05,Delivered,2,,38,4
2020-10-07,1788,2020-10-26,838,Ashanti,North,Shipped from Abroad,Home and Office,Stationery,Parker Pen,476.08,18.86,1,494.94,Returned,1,Arrived Late,29,19
2016-05-21,1789,2016-06-05,321,Western,South,Standard Delivery,Home and Office,Furniture,Ergonomic Office Chair,505.42,49.35,3,1565.61,Delivered,1,,22,15
2019-07-06,1790,2019-07-15,669,Oti,West,Shipped from Abroad,Electronics,Home Theatre,LG Soundbar,380.9,11.18,3,1153.88,Delivered,4,,34,9
2016-02-09,1791,2016-02-24,491,Weija,East,Shipped from Abroad,Phones and Tablet,Mobile phones,Infinix Smart HD X612,48.27,31.99,1,80.26,Delivered,1,,64,15
2018-07-13,1792,2018-07-27,709,Oti,West,Shipped from Abroad,Electronics,Home Theatre,Sony 5.1 Home Theatre,1187.74,19.92,1,1207.66,Cancelled,2,Changed Mind,24,14
2016-05-05,1793,2016-05-21,879,Greater Accra,Central,Standard Delivery,Health and beauty,Personal Care,Aichun Beauty Essential Oil,419.01,10.65,3,1267.68,Delivered,1,,41,16
2020-07-08,1794,2020-07-11,723,Western,West,Express,Home and Office,Furniture,8 Cubes Plastic Wardrobe,1082.68,45.88,4,4376.6,Delivered,5,,28,3
2015-06-21,1795,2015-07-08,502,Upper East,South,Express,Health and beauty,Personal Care,Aichun Beauty Essential Oil,1118.13,40.45,2,2276.71,Delivered,2,,60,17
2020-06-04,1796,2020-06-20,504,Greater Accra,Central,Express,Phones and Tablet,Tablets,iPad Air 4th Gen,1219.35,15.37,2,2454.07,Delivered,1,,43,16
2019-05-06,1797,2019-05-10,491,Weija,Central,Express,Electronics,Smartwatches,Samsung Galaxy Watch 3,1295.31,45.63,2,2636.25,Delivered,3,,64,4
2017-10-19,1798,2017-11-08,312,Volta,South,Shipped from Abroad,Phones and Tablet,Tablets,iPad Air 4th Gen,842.74,32.49,2,1717.97,Returned,1,Changed Mind,54,20
2020-05-16,1799,2020-06-04,510,Ashanti,Central,Shipped from Abroad,Fashion,Accessories,Polarized Sunglasses,1254.95,22.21,2,2532.11,Delivered,3,,49,19
2018-01-28,1800,2018-02-14,240,Oti,East,Express,Fashion,Accessories,Polarized Sunglasses,1042.84,39.86,2,2125.54,Delivered,4,,40,17
2020-03-12,1801,2020-03-30,1000,Weija,West,Standard Delivery,Home and Office,Furniture,Ergonomic Office Chair,1223.88,30.59,5,6149.99,Delivered,2,,65,18
2018-09-06,1802,2018-09-26,667,Greater Accra,North,Express,Health and beauty,Personal Care,Aichun Beauty Essential Oil,133.17,19.25,2,285.59,Delivered,3,,33,20
2020-07-27,1803,2020-07-30,94,Oti,Central,Standard Delivery,Fashion,Accessories,Polarized Sunglasses,1073.68,5.13,3,3226.17,Returned,2,Defective,50,3
2020-11-14,1804,2020-11-24,585,Greater Accra,West,Express,Fashion,Accessories,Polarized Sunglasses,1001.4,43.79,5,5050.79,Delivered,3,,36,10
2015-02-12,1805,2015-02-25,900,Ashanti,North,Standard Delivery,Fashion,Accessories,Polarized Sunglasses,818.35,34.0,3,2489.05,Returned,2,Changed Mind,46,13
2017-08-11,1806,2017-08-31,731,Oti,North,Shipped from Abroad,Fashion,Clothing,100% Cotton 4 Piece T-Shirts,820.96,11.46,4,3295.3,Delivered,4,,50,20
2018-04-14,1807,2018-04-22,48,Ashanti,North,Standard Delivery,Home and Office,Furniture,8 Cubes Plastic Wardrobe,755.9,46.26,3,2313.96,Delivered,4,,44,8
2017-06-22,1808,2017-07-09,375,Greater Accra,West,Shipped from Abroad,Home and Office,Furniture,8 Cubes Plastic Wardrobe,477.02,14.77,3,1445.83,Returned,1,Changed Mind,33,17
2015-07-07,1809,2015-07-19,386,Ashanti,East,Shipped from Abroad,Home and Office,Furniture,Ergonomic Office Chair,117.44,30.65,3,382.97,Delivered,4,,40,12
2018-07-20,1810,2018-08-02,131,Weija,Central,Standard Delivery,Fashion,Accessories,Polarized Sunglasses,1388.01,19.86,4,5571.9,Delivered,3,,62,13
2015-11-25,1811,2015-12-02,713,Volta,Central,Express,Health and beauty,Makeup,MAC Lipstick,575.76,28.64,5,2907.44,Cancelled,2,Not as expected,66,7
2016-09-06,1812,2016-09-10,677,Western,West,Standard Delivery,Home and Office,Stationery,Parker Pen,364.23,16.56,5,1837.71,Delivered,4,,45,4
2019-10-17,1813,2019-10-30,233,Upper East,East,Shipped from Abroad,Health and beauty,Makeup,MAC Lipstick,568.07,35.7,2,1171.84,Delivered,3,,65,13
2018-09-16,1814,2018-09-20,451,Oti,West,Shipped from Abroad,Electronics,Digital Cameras,Nikon D3500,248.87,41.14,3,787.75,Delivered,1,,43,4
2015-06-15,1815,2015-07-05,722,Oti,West,Express,Home and Office,Furniture,8 Cubes Plastic Wardrobe,691.02,44.03,2,1426.07,Delivered,3,,38,20
2017-08-01,1816,2017-08-04,336,Greater Accra,South,Shipped from Abroad,Electronics,Home Theatre,Sony 5.1 Home Theatre,585.42,7.61,4,2349.29,Returned,2,Arrived Late,21,3
2016-05-25,1817,2016-05-30,444,Volta,West,Shipped from Abroad,Fashion,Clothing,100% Cotton 4 Piece T-Shirts,50.16,37.58,4,238.22,Returned,2,Changed Mind,65,5
2016-09-10,1818,2016-09-13,732,Western,East,Shipped from Abroad,Health and beauty,Personal Care,Aichun Beauty Essential Oil,691.85,39.08,4,2806.48,Returned,1,Changed Mind,69,3
2020-05-25,1819,2020-06-10,336,Oti,West,Express,Home and Office,Furniture,8 Cubes Plastic Wardrobe,617.45,26.76,3,1879.11,Returned,1,Arrived Late,21,16
2017-04-16,1820,2017-04-22,789,Ashanti,South,Standard Delivery,Electronics,Smartwatches,Apple Watch Series 6,463.38,9.79,2,936.55,Delivered,3,,21,6
2016-09-10,1821,2016-09-17,919,Greater Accra,East,Shipped from Abroad,Electronics,Home Theatre,Sony 5.1 Home Theatre,153.63,44.26,4,658.78,Delivered,3,,59,7
2018-11-02,1822,2018-11-22,933,Western,Central,Standard Delivery,Home and Office,Stationery,Moleskine Notebook,593.35,39.49,1,632.84,Delivered,3,,37,20
2016-04-04,1823,2016-04-14,581,Greater Accra,North,Shipped from Abroad,Phones and Tablet,Mobile phones,iPhone 12,864.54,25.1,4,3483.26,Delivered,3,,70,10
2020-09-09,1824,2020-09-20,887,Oti,Central,Standard Delivery,Home and Office,Furniture,8 Cubes Plastic Wardrobe,340.19,39.23,1,379.42,Returned,1,Defective,35,11
2015-12-04,1825,2015-12-22,826,Western,North,Express,Health and beauty,Makeup,MAC Lipstick,1055.46,14.96,2,2125.88,Delivered,3,,31,18
2016-01-21,1826,2016-02-06,452,Oti,Central,Shipped from Abroad,Phones and Tablet,Mobile phones,Samsung Galaxy A02,1182.33,19.49,4,4748.81,Cancelled,1,Changed Mind,60,16
2017-09-30,1827,2017-10-08,702,Upper East,North,Standard Delivery,Fashion,Shoes,Adidas Ultraboost,1191.26,30.06,2,2412.58,Delivered,3,,69,8
